"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"WCDOPUS","198109","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198110","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198111","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198112","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198113","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198201","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198202","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198203","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198204","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198205","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198206","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198207","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198208","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198209","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198210","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198211","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198212","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198213","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198301","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198302","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198303","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198304","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198305","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198306","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198307","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198308","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198309","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198310","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198311","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198312","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198313","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198401","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198402","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198403","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198404","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198405","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198406","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198407","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198408","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198409","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198410","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198411","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198412","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198413","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198501","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198502","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198503","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198504","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198505","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198506","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198507","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198508","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198509","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198510","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198511","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198512","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198513","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198601","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198602","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198603","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198604","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198605","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198606","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198607","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198608","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198609","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198610","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198611","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198612","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198613","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198701","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198702","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198703","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198704","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198705","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198706","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198707","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198708","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198709","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198710","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198711","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198712","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198713","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198801","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198802","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198803","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198804","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198805","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198806","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198807","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198808","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198809","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198810","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198811","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198812","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198813","Not Available","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198901","122.388","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198902","115.15","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198903","114.732","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198904","104.525","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198905","107.836","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198906","116.443","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198907","125.518","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198908","128.472","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198909","114.889","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198910","110.81","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198911","112.572","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198912","133.294","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","198913","1406.63","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199001","283.931","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199002","248.496","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199003","263.626","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199004","251.041","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199005","256.448","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199006","283.934","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199007","309.056","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199008","315.364","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199009","290.076","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199010","278.706","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199011","265.477","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199012","292.793","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199013","3338.95","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199101","361.49","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199102","300.173","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199103","301.442","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199104","286.294","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199105","315.552","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199106","336.072","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199107","366.716","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199108","367.218","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199109","328.883","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199110","319.668","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199111","328.843","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199112","337.999","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199113","3950.35","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199201","547.891","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199202","485.671","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199203","509.397","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199204","478.399","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199205","493.796","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199206","517.092","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199207","594.577","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199208","566.137","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199209","531.582","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199210","510.441","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199211","500.845","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199212","551.513","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199213","6287.34","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199301","686.77","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199302","645.642","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199303","677.09","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199304","597.277","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199305","600.022","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199306","682.459","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199307","786.276","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199308","775.339","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199309","665.163","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199310","649.9","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199311","656.661","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199312","713.92","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199313","8136.52","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199401","768.366","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199402","659.642","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199403","671.668","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199404","602.387","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199405","636.081","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199406","741.647","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199407","765.499","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199408","761.509","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199409","664.276","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199410","652.093","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199411","621.748","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199412","681.865","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199413","8226.78","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199501","737.596","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199502","665.267","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199503","657.619","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199504","615.23","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199505","652.659","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199506","715.207","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199507","820.287","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199508","863.393","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199509","700.453","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199510","680.138","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199511","693.504","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199512","759.608","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199513","8560.96","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199601","769.923","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199602","694.65","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199603","699.144","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199604","632.537","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199605","679.21","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199606","737.936","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199607","800.821","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199608","817.318","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199609","719.026","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199610","720.536","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199611","733.583","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199612","772.866","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199613","8777.55","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199701","730.346","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199702","611.304","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199703","624.131","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199704","596.569","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199705","616.339","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199706","661.165","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199707","756.614","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199708","735.315","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199709","685.702","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199710","688.314","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199711","661.292","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199712","728.55","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199713","8095.64","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199801","753.163","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199802","656.081","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199803","694.649","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199804","635.969","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199805","698.832","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199806","756.743","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199807","831.224","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199808","828.596","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199809","745.517","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199810","694.404","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199811","663.053","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199812","731.569","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199813","8689.8","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199901","761.608","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199902","653.814","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199903","695.722","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199904","655.832","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199905","685.555","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199906","746.95","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199907","846.967","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199908","819.075","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199909","730.216","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199910","695.389","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199911","665.134","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199912","727.108","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","199913","8683.37","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200001","824.27","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200002","736.448","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200003","724.941","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200004","655.88","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200005","718.737","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200006","780.614","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200007","807.229","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200008","839.116","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200009","748.903","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200010","735.024","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200011","718.893","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200012","798.525","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200013","9088.58","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200101","893.714","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200102","787.182","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200103","868.84","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200104","734.12","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200105","720.719","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200106","810.433","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200107","905.148","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200108","855.261","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200109","871.143","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200110","883.218","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200111","867.376","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200112","888.121","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200113","10085.275","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200201","856.082","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200202","677.51","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200203","743.803","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200204","702.225","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200205","629.142","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200206","658.401","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200207","827.204","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200208","760.76","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200209","775.682","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200210","804.525","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200211","789.989","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200212","827.173","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200213","9052.496","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200301","927.036","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200302","797.598","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200303","841.687","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200304","747.796","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200305","636.912","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200306","882.661","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200307","947.544","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200308","866.452","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200309","805.655","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200310","815.381","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200311","838.466","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200312","908.691","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200313","10015.879","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200401","905.46","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200402","834.285","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200403","879.851","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200404","835.069","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200405","795.354","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200406","689.258","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200407","863.484","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200408","785.278","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200409","792.071","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200410","809.868","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200411","1386.654","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200412","1722.205","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200413","11298.837","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200501","1012.601","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200502","1050.693","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200503","1144.318","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200504","947.798","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200505","1049.464","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200506","1092.271","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200507","1329.535","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200508","1307.944","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200509","1190.12","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200510","1071.04","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200511","899.428","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200512","1256.758","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200513","13351.97","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200601","1277.796","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200602","1112.587","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200603","1222.553","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200604","1137.475","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200605","1023.975","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200606","1201.685","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200607","1297.845","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200608","1348.554","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200609","1140.469","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200610","1213.39","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200611","1188.137","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200612","1244.829","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200613","14409.295","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200701","976.028","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200702","1038.129","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200703","1250.197","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200704","1114.631","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200705","1039.111","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200706","1233.081","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200707","1249.535","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200708","1278.302","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200709","1169.586","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200710","1226.031","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200711","1222.184","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200712","1279.212","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200713","14076.027","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200801","1300.907","2","Waste Coal Supplied","Thousand Short Tons"
"WCDOPUS","200802","1138.263","2","Waste Coal Supplied","Thousand Short Tons"
