"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLEXPUS","200410","3358.47","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200411","3143.617","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200412","4349.743","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200413","47997.895","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200501","4075.271","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200502","3007.858","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200503","3046.276","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200504","4293.67","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200505","5009.9","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200506","5499.476","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200507","4146.981","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200508","4218.559","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200509","4254.365","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200510","4250.633","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200511","3221.684","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200512","4917.538","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200513","49942.211","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200601","4186.506","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200602","2655.778","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200603","3816.88","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200604","3480.978","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200605","4736.255","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200606","4373.077","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200607","3331.1","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200608","5093.347","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200609","5115.098","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200610","3908.043","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200611","4768.304","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200612","4181.903","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200613","49647.269","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200701","4368.253","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200702","2684.819","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200703","4086.314","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200704","4840.691","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200705","4747.237","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200706","5114.006","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200707","5811.655","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200708","5471.445","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200709","4914.491","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200710","5018.541","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200711","6244.527","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200712","5861.124","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200713","59163.103","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200801","4915.14","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200802","4204.914","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200803","6681.524","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200804","7979.268","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200805","8394.008","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200806","6695.23","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200807","6404.199","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200808","5263.559","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200809","8652.771","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200810","8232.788","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200811","7459.639","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200812","6636.075","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200813","81519.115","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200901","4907.234","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200902","3822.388","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200903","4605.2","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200904","3512.754","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200905","3552.235","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200906","5885.737","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200907","4477.41","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200908","5056.217","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200909","5624.984","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200910","6364.068","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200911","5585.707","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200912","5703.017","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","200913","59096.951","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201001","5866.49","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201002","5385.749","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201003","6554.356","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201004","7357.682","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201005","7220.259","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201006","7387.028","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201007","6928.046","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201008","7001.367","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201009","7144.681","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201010","6623.239","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201011","7014.703","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201012","7232.075","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201013","81715.675","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201101","8509.489","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201102","8275.199","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201103","9832.469","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201104","8842.51","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201105","9042.073","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201106","9101.931","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201107","7865.4","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201108","9387.447","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201109","8722.765","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201110","9158.727","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201111","8808.005","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201112","9712.546","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201113","107258.561","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201201","9126.441","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201202","8460.256","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201203","11055.001","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201204","12528.892","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201205","12256.909","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201206","12748.637","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201207","11622.584","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201208","10597.077","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201209","9343.706","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201210","9421.489","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201211","8516.493","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201212","10068.177","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201213","125745.662","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201301","9571.8","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201302","8626.784","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201303","13636.597","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201304","9754.484","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201305","10478.294","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201306","9193.984","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201307","9124.996","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201308","10073.041","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201309","9390.626","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201310","9854.723","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201311","8511.391","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201312","9442.548","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201313","117659.268","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201401","8151.718","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201402","8971.913","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201403","10460.257","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201404","7951.941","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201405","8181.931","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201406","8540.178","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201407","7119.457","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201408","7637.343","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201409","7966.275","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201410","7737.799","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201411","7556.675","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201412","6981.259","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201413","97256.746","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201501","7871.269","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201502","6495.743","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201503","7612.039","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201504","7216.169","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201505","6761.08","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201506","5788.552","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201507","5117.384","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201508","6408.672","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201509","5388.246","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201510","5743.984","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201511","4708.853","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201512","4845.897","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201513","73957.888","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201601","4433.252","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201602","4511.363","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201603","5208.406","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201604","4583.27","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201605","4208.61","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201606","5431.525","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201607","3275.897","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201608","5003.156","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201609","4272.857","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201610","4862.944","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201611","6553.501","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201612","7926.236","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201613","60271.017","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201701","7385.465","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201702","6908.326","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201703","8013.114","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201704","7236.416","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201705","7242.811","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201706","7317.176","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201707","7177.251","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201708","8573.129","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201709","8893.737","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201710","9158.987","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201711","9552.197","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201712","9494.776","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201713","96953.385","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201801","8772.22","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201802","9022.357","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201803","9426.199","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201804","11092.243","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201805","9645.436","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201806","10137.928","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201807","9531.605","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201808","10052.433","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201809","9482.663","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201810","10681.054","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201811","8872.007","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201812","8915.907","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201813","115632.052","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201901","9285.257","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201902","6707.471","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201903","9217.274","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201904","8285.206","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201905","9085.466","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201906","7944.728","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201907","6489.26","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201908","7705.821","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201909","7723.324","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201910","6426.127","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201911","7491.343","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201912","6490.84","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","201913","92852.117","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202001","6234.391","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202002","6828.624","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202003","6913.515","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202004","5479.635","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202005","4719.496","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202006","4579.16","4","Coal Exports","Thousand Short Tons"
"CLEXPUS","202007","Not Available","4","Coal Exports","Thousand Short Tons"
"CLNIPUS","194913","-32470","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195013","-28995","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195113","-62359","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195213","-51944","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195313","-36226","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195413","-33687","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195513","-54092","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195613","-73441","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195713","-80410","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195813","-52262","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","195913","-38663","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196013","-37719","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196113","-36240","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196213","-39975","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196313","-50163","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196413","-49251","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196513","-50848","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196613","-49890","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196713","-49896","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196813","-50931","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","196913","-56752","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197013","-71697","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197113","-57193","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197213","-56693","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197301","-2993","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197302","-2672","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197303","-3467","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197304","-5117","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197305","-5221","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197306","-5038","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197307","-4195","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197308","-5212","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197309","-3437","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197310","-5940","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197311","-5246","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197312","-4922","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197313","-53460","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197401","-2743","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197402","-4472","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197403","-3176","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197404","-4910","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197405","-6045","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197406","-6342","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197407","-5236","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197408","-4657","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197409","-4801","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197410","-7155","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197411","-6504","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197412","-2540","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197413","-58581","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197501","-4202","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197502","-4364","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197503","-5487","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197504","-6161","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197505","-6930","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197506","-6298","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197507","-4777","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197508","-5775","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197509","-4589","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197510","-4702","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197511","-7576","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197512","-4508","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197513","-65369","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197601","-3608","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197602","-2960","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197603","-3960","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197604","-5714","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197605","-5657","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197606","-6452","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197607","-4888","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197608","-4180","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197609","-5669","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197610","-5819","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197611","-5358","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197612","-4553","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197613","-58818","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197701","-2057","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197702","-3046","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197703","-3418","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197704","-5485","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197705","-5663","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197706","-5953","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197707","-5110","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197708","-4234","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197709","-4956","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197710","-4657","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197711","-4396","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197712","-3690","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197713","-52665","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197801","-756.645","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197802","-430.375","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197803","-147.086","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197804","-2198.332","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197805","-4152.961","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197806","-5141.581","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197807","-3263.004","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197808","-3408.548","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197809","-3260.15","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197810","-4683.569","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197811","-5932.348","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197812","-4386.499","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197813","-37761.098","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197901","-3420.929","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197902","-2475.527","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197903","-4521.494","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197904","-5109.902","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197905","-6105.658","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197906","-5769.073","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197907","-6211.361","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197908","-5929.431","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197909","-4967.316","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197910","-7296.058","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197911","-6042.583","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197912","-6133.464","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","197913","-63982.796","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198001","-4339.822","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198002","-3847.278","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198003","-5540.208","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198004","-7499.259","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198005","-8389.462","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198006","-8795.102","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198007","-8215.462","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198008","-9103.868","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198009","-8361.967","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198010","-9314.531","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198011","-8983.765","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198012","-8157.596","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198013","-90548.32","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198101","-5759.471","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198102","-6666.853","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198103","-9633.548","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198104","-8208.383","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198105","-5988.983","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198106","-6019.306","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198107","-10749.783","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198108","-11164.892","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198109","-11830.45","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198110","-12265.952","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198111","-11773.036","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198112","-11436.865","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198113","-111497.522","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198201","-6105.202","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198202","-8934.28","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198203","-10411.338","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198204","-10820.891","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198205","-10000.448","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198206","-10671.275","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198207","-9112.463","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198208","-7254.145","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198209","-8612.142","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198210","-9905.601","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198211","-7719.687","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198212","-5987.078","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198213","-105534.55","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198301","-4392.393","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198302","-4310.625","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198303","-6171.751","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198304","-5970.351","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198305","-6849.477","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198306","-7145.997","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198307","-6052.859","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198308","-8264.734","5","Coal Net Imports","Thousand Short Tons"
"CLNIPUS","198309","-7427.692","5","Coal Net Imports","Thousand Short Tons"
